Ticker,Date,Result,PnL,RS_Rating,AD_Rating,VCP_Tight,VCP_DryUp,ATR_Risk,Has_FVG
AMZN,2020-02-11,Loss,-15.04518613448734,99.0,55.77358187863257,True,False,5.78079516338334,True
AMZN,2020-05-07,Win,52.16318011912515,92.71428571428571,53.00931303693744,True,True,5.522693320201122,True
AMZN,2020-08-17,Win,67.00670875174734,98.21428571428572,56.77784159900079,True,True,7.697036401482376,True
AMZN,2021-08-05,Win,45.48352168474966,55.392857142857146,58.43584956734025,True,True,4.796948579299116,True
AMZN,2022-03-18,Loss,-23.49828531608285,24.357142857142854,51.99391380678846,True,True,4.882739410619548,True
AMZN,2022-07-20,Loss,-22.648950571144177,15.321428571428571,52.2182079748006,True,False,5.631696538324769,True
AMZN,2022-12-13,Loss,-18.245793158130304,67.17857142857143,50.255116457125595,True,True,4.743197791009026,True
AMZN,2023-01-17,Win,69.41047790902728,80.53571428571429,55.957158310589904,True,True,5.8635375408859005,True
AMZN,2023-05-18,Win,56.608665254928745,92.71428571428571,56.15510076951974,True,False,6.868433198023742,True
AMZN,2023-10-11,Loss,-14.19818274499307,81.32142857142857,49.44896385655928,True,True,5.518290370440819,True
AMZN,2023-11-10,Win,61.38160256240237,63.24999999999999,52.338697993757876,True,False,7.1537862122999565,True
AMZN,2024-02-23,Win,74.05303137237243,86.03571428571429,58.89403695604529,True,False,6.694931852526971,True
AMZN,2024-10-07,Loss,-20.445108267368123,27.892857142857142,51.093418887286845,True,True,6.113292238911029,True
AMZN,2025-05-07,Win,62.7606466127226,18.464285714285715,54.29163860121689,True,True,6.505672317702142,True
MA,2015-12-01,Loss,-17.633688448589748,,58.71028385644291,True,False,9.51277030130139,True
MA,2016-02-18,Win,57.773010083710695,68.75,46.37527344910362,True,False,5.238684548747573,True
MA,2016-06-23,Win,28.312298865163726,98.60714285714286,60.317123198076736,True,True,4.857235747177464,True
MA,2016-09-19,Win,35.3215244683937,83.28571428571429,56.75003299825625,True,False,4.407800054037708,True
MA,2016-12-15,Win,47.519192183918655,99.0,56.81299814542088,True,False,4.7772909359489715,True
MA,2017-07-12,Win,49.29221029122493,71.10714285714286,55.08252182708889,True,True,5.035321432267226,True
MA,2018-01-29,Loss,-23.180016245455782,39.67857142857143,56.1632538824958,True,True,9.844887053829996,True
MA,2019-01-18,Win,66.83087067124728,15.714285714285714,48.8842898475903,True,True,5.381299644838856,True
MA,2020-02-11,Loss,-15.04518613448734,99.0,55.77358187863257,True,False,5.78079516338334,True
MA,2020-05-07,Win,52.16318011912515,92.71428571428571,53.00931303693744,True,True,5.522693320201122,True
MA,2020-08-17,Win,67.00670875174734,98.21428571428572,56.77784159900079,True,True,7.697036401482376,True
MA,2021-08-05,Win,45.48352168474966,55.392857142857146,58.43584956734025,True,True,4.796948579299116,True
MA,2022-03-18,Loss,-23.49828531608285,24.357142857142854,51.99391380678846,True,True,4.882739410619548,True
MA,2022-07-20,Loss,-22.648950571144177,15.321428571428571,52.2182079748006,True,False,5.631696538324769,True
MA,2022-12-13,Loss,-18.245793158130304,67.17857142857143,50.255116457125595,True,True,4.743197791009026,True
MA,2023-01-17,Win,69.41047790902728,80.53571428571429,55.957158310589904,True,True,5.8635375408859005,True
MA,2023-05-18,Win,56.608665254928745,92.71428571428571,56.15510076951974,True,False,6.868433198023742,True
MA,2023-10-11,Loss,-14.19818274499307,81.32142857142857,49.44896385655928,True,True,5.518290370440819,True
MA,2023-11-10,Win,61.38160256240237,63.24999999999999,52.338697993757876,True,False,7.1537862122999565,True
MA,2024-02-23,Win,74.05303137237243,86.03571428571429,58.89403695604529,True,False,6.694931852526971,True
MA,2024-10-07,Loss,-20.445108267368123,27.892857142857142,51.093418887286845,True,True,6.113292238911029,True
MA,2025-05-07,Win,62.7606466127226,18.464285714285715,54.29163860121689,True,True,6.505672317702142,True
HD,2015-12-01,Loss,-17.633688448589748,,58.71028385644291,True,False,9.51277030130139,True
HD,2016-02-18,Win,57.773010083710695,68.75,46.37527344910362,True,False,5.238684548747573,True
HD,2016-06-23,Win,28.312298865163726,98.60714285714286,60.317123198076736,True,True,4.857235747177464,True
HD,2016-09-19,Win,35.3215244683937,83.28571428571429,56.75003299825625,True,False,4.407800054037708,True
HD,2016-12-15,Win,47.519192183918655,99.0,56.81299814542088,True,False,4.7772909359489715,True
HD,2017-07-12,Win,49.29221029122493,71.10714285714286,55.08252182708889,True,True,5.035321432267226,True
HD,2018-01-29,Loss,-23.180016245455782,39.67857142857143,56.1632538824958,True,True,9.844887053829996,True
HD,2019-01-18,Win,66.83087067124728,15.714285714285714,48.8842898475903,True,True,5.381299644838856,True
HD,2020-02-11,Loss,-15.04518613448734,99.0,55.77358187863257,True,False,5.78079516338334,True
HD,2020-05-07,Win,52.16318011912515,92.71428571428571,53.00931303693744,True,True,5.522693320201122,True
HD,2020-08-17,Win,67.00670875174734,98.21428571428572,56.77784159900079,True,True,7.697036401482376,True
HD,2021-08-05,Win,45.48352168474966,55.392857142857146,58.43584956734025,True,True,4.796948579299116,True
HD,2022-03-18,Loss,-23.49828531608285,24.357142857142854,51.99391380678846,True,True,4.882739410619548,True
HD,2022-07-20,Loss,-22.648950571144177,15.321428571428571,52.2182079748006,True,False,5.631696538324769,True
HD,2022-12-13,Loss,-18.245793158130304,67.17857142857143,50.255116457125595,True,True,4.743197791009026,True
HD,2023-01-17,Win,69.41047790902728,80.53571428571429,55.957158310589904,True,True,5.8635375408859005,True
HD,2023-05-18,Win,56.608665254928745,92.71428571428571,56.15510076951974,True,False,6.868433198023742,True
HD,2023-10-11,Loss,-14.19818274499307,81.32142857142857,49.44896385655928,True,True,5.518290370440819,True
HD,2023-11-10,Win,61.38160256240237,63.24999999999999,52.338697993757876,True,False,7.1537862122999565,True
HD,2024-02-23,Win,74.05303137237243,86.03571428571429,58.89403695604529,True,False,6.694931852526971,True
HD,2024-10-07,Loss,-20.445108267368123,27.892857142857142,51.093418887286845,True,True,6.113292238911029,True
HD,2025-05-07,Win,62.7606466127226,18.464285714285715,54.29163860121689,True,True,6.505672317702142,True
TSLA,2015-12-01,Loss,-17.633688448589748,,58.71028385644291,True,False,9.51277030130139,True
TSLA,2016-02-18,Win,57.773010083710695,68.75,46.37527344910362,True,False,5.238684548747573,True
TSLA,2016-06-23,Win,28.312298865163726,98.60714285714286,60.317123198076736,True,True,4.857235747177464,True
TSLA,2016-09-19,Win,35.3215244683937,83.28571428571429,56.75003299825625,True,False,4.407800054037708,True
TSLA,2016-12-15,Win,47.519192183918655,99.0,56.81299814542088,True,False,4.7772909359489715,True
TSLA,2017-07-12,Win,49.29221029122493,71.10714285714286,55.08252182708889,True,True,5.035321432267226,True
TSLA,2018-01-29,Loss,-23.180016245455782,39.67857142857143,56.1632538824958,True,True,9.844887053829996,True
TSLA,2019-01-18,Win,66.83087067124728,15.714285714285714,48.8842898475903,True,True,5.381299644838856,True
TSLA,2020-02-11,Loss,-15.04518613448734,99.0,55.77358187863257,True,False,5.78079516338334,True
TSLA,2020-05-07,Win,52.16318011912515,92.71428571428571,53.00931303693744,True,True,5.522693320201122,True
TSLA,2020-08-17,Win,67.00670875174734,98.21428571428572,56.77784159900079,True,True,7.697036401482376,True
TSLA,2021-08-05,Win,45.48352168474966,55.392857142857146,58.43584956734025,True,True,4.796948579299116,True
TSLA,2022-03-18,Loss,-23.49828531608285,24.357142857142854,51.99391380678846,True,True,4.882739410619548,True
TSLA,2022-07-20,Loss,-22.648950571144177,15.321428571428571,52.2182079748006,True,False,5.631696538324769,True
TSLA,2022-12-13,Loss,-18.245793158130304,67.17857142857143,50.255116457125595,True,True,4.743197791009026,True
TSLA,2023-01-17,Win,69.41047790902728,80.53571428571429,55.957158310589904,True,True,5.8635375408859005,True
TSLA,2023-05-18,Win,56.608665254928745,92.71428571428571,56.15510076951974,True,False,6.868433198023742,True
TSLA,2023-10-11,Loss,-14.19818274499307,81.32142857142857,49.44896385655928,True,True,5.518290370440819,True
TSLA,2023-11-10,Win,61.38160256240237,63.24999999999999,52.338697993757876,True,False,7.1537862122999565,True
TSLA,2024-02-23,Win,74.05303137237243,86.03571428571429,58.89403695604529,True,False,6.694931852526971,True
TSLA,2024-10-07,Loss,-20.445108267368123,27.892857142857142,51.093418887286845,True,True,6.113292238911029,True
TSLA,2025-05-07,Win,62.7606466127226,18.464285714285715,54.29163860121689,True,True,6.505672317702142,True
WFC,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
WFC,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
WFC,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
WFC,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
WFC,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
WFC,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
WFC,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
WFC,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
WFC,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
WFC,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
WFC,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
ABBV,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
ABBV,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
ABBV,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
ABBV,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
ABBV,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
ABBV,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
ABBV,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
ABBV,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
ABBV,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
ABBV,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
ABBV,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
PG,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
PG,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
PG,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
PG,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
PG,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
PG,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
PG,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
PG,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
PG,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
PG,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
PG,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
PLTR,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
PLTR,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
PLTR,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
PLTR,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
PLTR,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
PLTR,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
PLTR,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
PLTR,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
PLTR,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
PLTR,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
PLTR,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
CVX,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
CVX,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
CVX,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
CVX,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
CVX,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
CVX,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
CVX,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
CVX,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
CVX,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
CVX,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
CVX,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
COST,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
COST,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
COST,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
COST,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
COST,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
COST,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
COST,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
COST,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
COST,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
COST,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
COST,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
BAC,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
BAC,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
BAC,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
BAC,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
BAC,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
BAC,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
BAC,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
BAC,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
BAC,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
BAC,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
BAC,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
MSFT,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
MSFT,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
MSFT,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
MSFT,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
MSFT,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
MSFT,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
MSFT,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
MSFT,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
MSFT,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
MSFT,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
MSFT,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
NVDA,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
NVDA,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
NVDA,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
NVDA,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
NVDA,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
NVDA,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
NVDA,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
NVDA,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
NVDA,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
NVDA,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
NVDA,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
GOOG,2015-11-23,Loss,-13.936258561845866,,59.02066106924886,True,False,6.117576125265098,True
GOOG,2016-03-02,Win,59.81798882132816,45.964285714285715,48.946928097492005,True,True,6.979487867877256,True
GOOG,2017-05-12,Win,29.50533430651397,53.82142857142857,55.261622140449354,True,True,8.10145577088393,True
GOOG,2018-01-11,Win,32.80745119130856,99.0,58.035532614147165,True,True,9.174451118304223,True
GOOG,2018-06-14,Loss,-10.954879619710187,82.10714285714286,53.30638496780945,True,True,10.913729853389874,True
GOOG,2019-01-16,Win,71.78848936471192,14.535714285714286,51.94702597859061,True,True,7.892433459507812,True
GOOG,2020-07-06,Loss,-21.87255329749736,99.0,59.72393103088422,True,False,9.645380765886797,True
GOOG,2022-07-19,Loss,-15.015816875425692,16.892857142857142,50.4764559744816,True,True,4.0106966033802065,True
GOOG,2023-01-13,Win,56.00877069323528,39.67857142857143,48.982229431156874,True,False,6.131015449748419,True
GOOG,2024-01-26,Win,33.84425467065489,98.60714285714286,59.157341434105014,True,True,6.31124911721642,True
GOOG,2024-12-04,Loss,-12.066833159244931,51.85714285714286,53.29824891323912,True,True,5.724602919646785,True
KO,2016-03-01,Loss,-9.74017785078053,11.0,47.988005754065874,True,True,4.931123667518088,True
KO,2016-05-25,Win,35.9549421572218,43.214285714285715,53.15030683207449,True,True,7.442219877240566,True
KO,2017-02-14,Win,43.69250580181186,98.60714285714286,60.52376482819014,True,True,14.674318642583392,True
KO,2018-06-04,Loss,-9.328085026510752,27.5,48.766604917107415,True,True,8.278814294782805,True
